"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Roberto Rossellini","Arthur Mayer & Joseph Burstyn Inc.","Organizzazione Film Internazionali (OFI)","War, Drama","English","Mar 29, 1948, Original","Jul 11, 2017","2h 14m","Roberto Rossellini's film, made in the aftermath of WWII, consists of six distinct chapters, showing various relationships between the American occupiers and the newly liberated Italians. Two of the outstanding episodes see black military policeman Dotts Johnson robbed of his shoes by a cheeky street urchin while the film ends with a reminder that the war was still not won, as German troops prefer to fight a battle to the death.",100,85,"Paisan"
