"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alain Resnais","Philippe Dussart","Jean Gruault, Henri Laborit","New World Pictures","TF1 Films Productions, Andrea Films","PG","Comedy, Drama","French (France)","Dec 17, 1980, Wide","2h 3m","Mono","In this unconventional French film, renowned writer/philosopher Henri Laborit (portraying himself) presents three stories that illustrate the complexities of human behavior. René (Gérard Depardieu) is a man from humble farming roots who becomes manager at a textile factory and must contend with the pressures of the job. Meanwhile, Janine (Nicole Garcia), an actress turned stylist, is involved in an affair with Jean (Roger Pierre), a politician and aspiring writer who faces difficulties at home.",86,87,"Mon Oncle d'Amerique"
