"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Joseph L. Mankiewicz","Joseph L. Mankiewicz","United Artists, Key Video, MGM/UA Home Entertainment Inc.","United Artists","Drama","English","Sep 29, 1954, Original","Sep 16, 2008","2h 8m","Mono","Flat (1.37:1), 35mm","Washed-up film director Harry Dawes (Humphrey Bogart) gets a second chance at stardom when he discovers stunning peasant Maria Vargas (Ava Gardner) dancing in a nightclub in Madrid, Spain. Goaded by his producer, strong-arming Wall Street financier Kirk Edwards (Warren Stevens), Harry convinces her to screen test for, and then star in, his next big picture. But as Edwards' possessive nature and the realities of stardom weigh on Maria, she seeks a genuine lover with whom she can escape.",100,71,"The Barefoot Contessa"
