"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jack Nicholson","Henry Gittes, Harold Schneider","Paramount Pictures","PG","Western, Comedy","English","Oct 6, 1978, Limited","Jun 15, 2011","1h 45m","According to the laws of the Old West town where criminal Henry Lloyd Moon (Jack Nicholson) is about to be executed, a death row convict will be spared if a reputable woman promises to mend his ways. To the annoyance of ruthless Deputy Towfield (Christopher Lloyd), Julia Tate (Mary Steenburgen) vouches for Henry and assigns him to search for gold on her land. Their relationship eventually turns romantic, but Towfield and Henry's old criminal buddies threaten their domestic bliss.",69,49,"Goin' South"
