"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Wang Xiaoshuai","Wang Xiaoshuai, Lao Ni","First Run","WXS Production, Chinese Shadows","Drama","Chinese","Feb 22, 2013, Limited","Mar 11, 2017","$9.2K","1h 50m","In 1975 China, a youngster (Liu Wenqing) has a costly encounter with a fugitive, who steals the boy's new shirt and convinces him to help him escape.",85,69,"11 Flowers"
