"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Ursula Meier","Denis Freyd, Ruth Waldburger","Antoine Jaccoud, Ursula Meier, Gilles Taurand","Bande à part Films, Archipel 35, RTS - Radio Télévision Suisse, Vega Films","Drama","French (France)","Feb 13, 2017","$27.9K","1h 37m","A poor boy (Léa Seydoux) steals from wealthy patrons at a posh ski resort to support himself and his irresponsible older sister (Kacey Mottet Klein).",96,75,"Sister"
