"Director","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Edward Zwick","R","Drama","English","Oct 8, 2020","$1.4M","1h 50m","Stereo, Surround","A waitress with a past that's weighing her down, Darly (Christine Lahti) decides to drive to Alaska to try and come to terms with her unfortunate history. Along the way, Darly meets Marianne (Meg Tilly), an impulsive young woman leaving an abusive relationship. The two hit the road together and keep driving north, bonding over the hardships that they have endured and meeting a number of eccentric characters as they get closer to their destination.",40,68,"Leaving Normal"
