"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Caveh Zahedi","Thomas Logoreci, Greg Watkins, Caveh Zahedi","Caveh Zahedi","Reinventing the Wheel","Comedy","English","Apr 5, 2006","Apr 10, 2017","1h 38m","As he prepares to wed for the third time, a man (Caveh Zahedi) reviews his past problems with women. After moving to Paris and sampling the wares of French prostitutes, he becomes obsessed with sex and continually wrecks his romantic relationships by turning to hookers to satisfy his desires.",63,57,"I Am a Sex Addict"
