"Director","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ken Russell","United Artists, Chartoff-Winkler Productions","R","Drama","English","May 3, 2010","2h 7m","Surround","In this highly fictionalized take on the Hollywood legend, immigrant Rudolph Valentino (Rudolf Nureyev) begins his stay in the United States humbly, working for minimum wage before becoming a New York City gigolo. He then makes his way to California, where his good looks allow him to seduce respected actresses. Eventually, his famous lovers help him become a leading man, and he quickly ascends to stardom. But he cannot escape the media's questions about his past and his sexuality.",46,40,"Valentino"
