"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Dustin Guy Defa","Allison Rose Carter, Hannah Dweck, Jon Read, Ted Schaefer, Julia Thompson, Michael Cera, Theodore Schaefer","Dustin Guy Defa","Variance Films","Dweck Productions, Universal Films","R (Language)","Comedy, Drama","English","Aug 18, 2023, Limited","1h 31m","THE ADULTS follows Eric (Michael Cera) as he returns home for a short visit and finds himself caught between reuniting with his sisters and chasing a victory with his old poker group. As the trip extends, Eric finds it increasingly difficult to avoid confrontations and revelations as his carefully constructed façade of his adulthood gives way to old childhood conflicts. While Maggie (Sophia Lillis) attempts to recreate the intimate world the three of them once shared, Eric and Rachel (Hannah Gross) are faced with the divide between their childhood selves and the adults they are now.",72,45,"The Adults"
