"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jeff Wadlow","Craig Baumgarten, David Zelon","Chris Hauty","Summit Entertainment","Summit Entertainment, Mandalay Pictures","PG-13 (Violence|Intense Sequences of Fighting|All Involving Teens|Some Sexuality|Language|Mature Thematic Material|Partying)","Action","English","Mar 14, 2008, Wide","Dec 20, 2015","$24.8M","1h 54m","Dolby SRD, DTS, SDDS","Scope (2.35:1)","Jake (Sean Faris) moves to Orlando, Fla., with his mother (Leslie Hope) and brother (Wyatt Smith). He feels like an outsider in his new school and frequently lets his temper flare out of control. But Jake wants to fit in, and he decides to go to a party with his classmate Baja (Amber Heard). There, Jake is pushed into a fight and humiliated. Another classmate (Evan Peters) sees what happened, and encourages Jake to visit martial arts trainer Jean Roqua (Djimon Hounsou).",21,34,"Never Back Down"
