"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Joan Tewkesbury","Edward R. Pressman, Michele Rappaport","Paul Schrader, Leonard Schrader, Joan Tewkesbury","Pressman Film","R","Drama","English","Mar 22, 1979, Limited","1h 43m","A suicidal psychologist (Talia Shire) travels the country seeking boyfriends (Richard Jordan, Keith Carradine) from her past.",53,31,"Old Boyfriends"
