"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Tom Moore","Aaron Spelling, Alan Greisman","PG-13","Drama","English","Mar 29, 2016","$384.0K","1h 36m","Jessie Cates (Sissy Spacek) packs her belongings into bags intended for donation to charity. She's doing so because, as she tells her mother, Thelma (Anne Bancroft), she plans to kill herself that very evening. This film, inspired by an esteemed stage production, centers on the interactions between an elderly woman and her daughter, whose depression has pushed her to the brink of suicide. As Jessie steels herself for her last act, Thelma gallantly encourages her to opt for life.",80,85,"'Night, Mother"
