"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Uli Lommel","Uli Lommel","Warner Brothers/Seven Arts","R","Drama","English","Dec 25, 1993, Limited","May 8, 2015","2h 20m","Surround, Stereo","Le Ly (Hiep Thi Le) lives in a small Vietnamese village whose serenity is shattered when war breaks out. Caught between the Viet Cong and the South Vietnamese army, the village is all but destroyed. After being both brutalized and raped, Le Ly resolves to flee. She leaves for the city, surviving desperate situations, but surviving nonetheless. Eventually she meets a U.S. Marine named Steve Butler (Tommy Lee Jones) who treats her kindly and tells her he would like to be married -- maybe to her.",43,71,"Heaven and Earth"
