"Director","Producer","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Terence Young","Rudolph Cartier","Drama","English","Oct 19, 2021","1h 45m","In this atmospheric drama, Paul Mangin (Eric Portman) is a wealthy British artist fixated on history, particularly the Renaissance period. When Paul falls for Mifanwy Conway (Edana Romney), a pretty young woman, he begins to believe that he was her lover in an earlier life. While Paul's preoccupation with the past initially seems harmless, it grows to become an all-consuming obsession that takes over his life and threatens others, most notably the lovely Mifanwy.",83,33,"Corridor of Mirrors"
