"Director","Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Rudolph Maté","Mel Epstein","Paramount","Western","English","Dec 23, 1950, Limited","Dec 1, 2014","1h 43m","A drifter (Alan Ladd) fakes a telltale birthmark in a scheme to bilk a rancher (Charles Bickford) by posing as his long-lost son.",80,62,"Branded"
