"Director","Producer","Rating","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Simon Wincer","John Sexton","PG","Drama","English","1h 48m","Surround","Tommy (Tom Burlinson) works as a stable boy for horse trainer Harry Telford (Martin Vaughan). Telford takes a risk in leasing a gaunt horse named Phar Lap from his boss, Dave Davis (Ron Leibman), entrusting care of the animal to Tommy. But when Phar Lap begins an unexpected winning spree, Telford must fend off pressure from other racers and disgruntled gamblers -- not to mention the boss and his wife (Judy Morris), who have both taken a keen interest in the horse and its earning potential.",88,93,"Phar Lap"
