"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Paul Michael Glaser","Scott Kroopf, Paul Michael Glaser, Bob Engleman","PG","Kids & Family, Fantasy, Comedy","English","Jul 17, 1996, Limited","Jan 12, 2017","$18.9M","1h 33m","Stereo, Surround","A genie named Kazaam (Shaquille O'Neal) has been sealed up for thousands of years, until one day he is accidentally freed by Max (Francis Capra), who is on the run from a local gang. Kazaam explains to the youth that he belongs to Max until he grants three wishes, but what Max really wants is to get to know his estranged father. When the genie, who considers trying his hand at a music career, forgets about his young master, Max is attacked by villainous club owner Malik (Marshall Manesh).",5,20,"Kazaam"
