"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jessica Yu","Will Ferrell, Jessica Elbaum, Maggie Haskins, Itay Reiss, Jen D'Angelo, Awkwafina, Sandra Oh","Jen D'Angelo","Hulu","20th Century Studios","R (Some Drug Use and Language)","Comedy","English","Nov 3, 2023","1h 39m","Dolby Digital","In Quiz Lady, a brilliant but tightly wound, gameshow-obsessed young woman, Anne (Awkwafina), and her estranged, train-wreck of a sister Jenny (Sandra Oh), must work together to help cover their mother's gambling debts. When Anne's beloved dog is kidnapped, they set out on a wild, cross-country trek to get the cash the only way they know how: by turning Anne into a bona-fide gameshow champion.",81,80,"Quiz Lady"
