"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jim Sharman","John Goldstone","Richard O'Brien, Jim Sharman","20th Century Fox","20th Century Fox","PG","Horror","English","Oct 31, 1981, Original","Sep 5, 2006","1h 34m","Dolby, Surround","35mm","Square Brad (Cliff De Young) and Janet (Jessica Harper) are forced to be contestants on a TV game show called ""Marriage Maze.""",43,62,"Shock Treatment"
