"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Eleanor Burke, Ron Eyal","Eleanor Burke, Ron Eyal","Faces Films","Drama","English","Jun 11, 2013, Original","1h 17m","While preparing her late mother's seaside cottage for sale, a woman (Bridget Collins) discovers a homeless artist (Adeel Akhtar) living there. She invites him to stay in an adjoining shed, and the two form a fragile bond.",83,85,"Stranger Things"
