"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Paul Quinn","Nicolas Clermont, Philip King","Paul Quinn","Sony Pictures Classics, Harold Film Company, Sherlock Media S.L.","Filmline International, Hummingbird Communications, Father Productions","R","Drama","English","Jun 14, 1998, Original","May 1, 2008","$1.1M","2h 0m","Surround, Dolby Digital","Fiona Flynn (Moya Farrelly) and Kieran O'Day (Aidan Quinn) cross the class divide to find love in 1930s Ireland. Fiona is a college student from a prosperous family, while Kieran is a common farmer who has been no stranger to poverty. When Fiona's parents discover their relationship, a tragedy occurs that causes Fiona to flee to America, where she keeps her past a secret. Half a century later, her son Kieran (James Caan) travels from America to Ireland in search of answers.",75,81,"This Is My Father"
