"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Mel Brooks","Sidney Glazier","Mel Brooks","Crossbow Productions, AVCO Embassy Pictures","Comedy","English","Mar 18, 1968, Wide","Jan 7, 2014","$111.9K","1h 28m","Mono","Flat (1.85:1)","Down and out producer Max Bialystock (Zero Mostel), who was once the toast of Broadway, trades sexual favors with old ladies for cash contributions. Max's new accountant Leo Bloom (Gene Wilder), offhandedly muses that if Max found investors for a new production that turned into a flop, he could legally keep all the extra money. The duo begins to put together the worst play possible, titled ""Springtime for Hitler"", with a terrible director and a hippie-freak star.",91,85,"The Producers"
