"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Zackary Adler","Bader Alwazzan, Peter Alwazzan","Reed Fish, Reed Fish, Zackary Adler, Peter Alwazzan, Rhett Wickham","PG (Language)","Comedy, Drama, Romance","English","Jun 1, 2007, Limited","May 5, 2016","$2.2K","1h 33m","In this comedy inspired by the screenwriter's life, Reed Fish (Jay Baruchel) hosts a call-in radio show that reports on the minutiae of life in his tiny town -- the job his dad had before Reed stepped into it. Reed is also about to marry local sweetheart Kate (Alexis Bledel). Those plans are rocked by the return of Jill (Schuyler Fisk), Reed's first great love, who left for college years ago. His rekindled feelings make Reed start to reconsider a life built on what other people expect of him.",52,41,"I'm Reed Fish"
