"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Kenny Ortega","David Kirschner, Steven Haft","Mick Garris, Neil Cuthbert","Walt Disney Pictures","Walt Disney Pictures","PG","Kids & Family, Holiday, Comedy, Fantasy","English","Jul 16, 1993, Original","Oct 6, 2023","Jan 1, 2014","$55.9M","1h 35m","Surround","For 30 years the Sanderson Sisters have been casting spells, now see them back on the big screen for a limited time as we celebrate the 30th Anniversary of Hocus Pocus! Conjured up by some unsuspecting pranksters, a tricky trio of 300-year-old witches set out to cast a spell on the town and reclaim their youth. But first, they must get their act together and outwit three kids and a talking cat.",40,72,"Hocus Pocus"
