"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Denis Villeneuve","Shawn Levy, Dan Levine, Aaron Ryder, David Linde","Eric Heisserer","Paramount Pictures","21 Laps Entertainment, FilmNation, Lava Bear Films","PG-13 (Brief Strong Language)","Sci-Fi, Mystery & Thriller, Drama","English","Nov 11, 2016, Wide","Jan 27, 2017","Jan 31, 2017","$100.5M","1h 56m","Dolby Digital","Linguistics professor Louise Banks (Amy Adams) leads an elite team of investigators when gigantic spaceships touch down in 12 locations around the world. As nations teeter on the verge of global war, Banks and her crew must race against time to find a way to communicate with the extraterrestrial visitors. Hoping to unravel the mystery, she takes a chance that could threaten her life and quite possibly all of mankind.",94,82,"Arrival"
