"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Sadaf Foroughi","Kiarash Anvari, Sadaf Foroughi","Sadaf Foroughi","Sweet Delight Pictures","Drama","Persian","Nov 20, 2018","$15.7K","1h 42m","A high school girl's life in Iran becomes more complicated when her mother catches her in an act of rebellion.",97,62,"Ava"
