"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Frank Perry","Frank Yablans","Christina Crawford, Robert Getchell, Tracy Hotchner, Frank Perry, Frank Yablans","Paramount Pictures","Paramount Pictures","PG","Biography, Drama","English","Sep 18, 1981, Wide","Jan 1, 2011","2h 9m","Stereo","Flat (1.85:1), 35mm","In this biographical film, glamorous yet lonely star Joan Crawford (Faye Dunaway) takes in two orphans, and at first their unconventional family seems happy. But after Joan's attempts at romantic fulfillment go sour and she is fired from her contract with MGM studios, her callous and abusive behavior towards her daughter Christina (Diana Scarwid) becomes even more pronounced. Christina leaves home and takes her first acting role, only to find her mother's presence still overshadowing her.",48,72,"Mommie Dearest"
