"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Andrey Konchalovskiy","Bosko Djordjevic, Lawrence Taylor-Mortoff","Gérard Brach, Marjorie David, Andrey Konchalovskiy, Marjorie Rand, Paul Zindel","Cannon Group, Golan-Globus","R","Drama","English","Dec 26, 2001","1h 49m","Stereo","35mm","A World War II POW (John Savage) returns to his Pennsylvania sweetheart (Nastassja Kinski) but is unable to consummate their marriage.",43,60,"Maria's Lovers"
