"Director","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Akira Kurosawa","Kurosawa Production","PG","Drama","English","Jul 1, 2003","1h 38m","Almost 50 years after the American nuclear attack on Nagasaki during World War II, the horrific incident still shapes the life of Kane (Sachiko Murase), an elderly woman who lost her husband and several siblings in the bombing. One summer, Kane learns that her older brother is close to death in Hawaii. Kane's nephew, Clark (Richard Gere), travels to Nagasaki to help bring her there, but Kane, who still harbors hostility toward America, is unsure about the trip.",60,74,"Rhapsody in August"
