"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Dave Parker","Robert Meyer Burnett, John Carchietta, Carl Morano, Roee Sharon, Jonathan Tzachor","John Dombrow","R (Strong Bloody Horror Violence|Nudity|Torture|Language|Grisly Images|Sexual Content|Some Drug Use)","Horror, Mystery & Thriller","English","Sep 29, 2009","1h 21m","Terror strikes a group of friends who visit the location of a horror-movie shoot.",57,33,"The Hills Run Red"
