"Director","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Juan Pablo Richter","Juan Pablo Richter","Drama","Spanish","Jan 5, 2019","1h 36m","Scope (2.35:1)","An introverted teen tries to find his place in a world of violence after he is sent to his father's ranch.",100,NA,"The River"
