"Director","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Otto Preminger","Wheel Productions","Mystery & Thriller","English","Oct 3, 1965, Original","Apr 16, 2012","1h 47m","Single American mother Ann Lake (Carol Lynley) arrives in London with her daughter, nicknamed Bunny, to live with her brother Stephen (Keir Dullea). Ann leaves Bunny at a nursery school, but when she returns there is no sign of her daughter and no evidence that she was ever there. Stephen, a journalist, questions all who might have seen Bunny. Once Scotland Yard Superintendent Newhouse (Laurence Olivier) joins in the search, he unearths several disturbing details about Ann.",86,78,"Bunny Lake Is Missing"
