"Director","Producer","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Jerry Lewis","James J. McNamara, Igo Kantor","20th Century Fox","PG","Comedy","English","1h 31m","An out-of-work clown (Jerry Lewis) spills drinks and knocks things over when he tries regular 9-to-5 jobs.",9,24,"Hardly Working"
