"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Louis Malle","Jean Thuillier","Noël Calef, Louis Malle, Roger Nimier, Roger Nimier","Times Film Corporation, New Yorker Films","Nouvelles Éditions de Films [fr]","Mystery & Thriller","French (France)","Jun 10, 1958, Original","Aug 3, 2016","Mar 11, 2017","$104.8K","1h 30m","Mono","Restless femme fatale Florence Carala (Jeanne Moreau) recruits her lover, Julien Tavernier (Maurice Ronet), to murder her wealthy husband, Simon (Jean Wall), in his office and make it appear like a suicide. Tavernier does the dirty deed eagerly, but becomes trapped in an elevator when he returns to remove a key piece of evidence he had accidentally left behind. Tavernier's unfortunate oversight sets into motion a dark ripple of events that bloodies the cold Paris night.",93,91,"Elevator to the Gallows"
