"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Fina Torres","Vera Blasi","Fox","Fox Searchlight","R","Romance, Comedy","English","Sep 22, 2000, Wide","Nov 25, 2015","$5.0M","1h 25m","SDDS, Dolby Digital, DTS, Surround, Dolby SR","Scope (2.35:1)","Set to the intoxicating rhythms of Brazil, ""Woman on Top"" is a spicy, sexy comedy about the magic of food, love and music. Meet Isabella, a sultry enchantress born with the special gift of melting the palates and hearts of men everywhere. When she decides to break free from her rocky marriage and the stifling kitchen of her husband's restaurant in Brazil, she spirits off to San Francisco in pursuit of her dreams of a real culinary career.",35,43,"Woman on Top"
