"Director","Producer","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Raymund Ribay Gutierrez","Brillante Mendoza, Nicolas Brigaud-Robert, Jean-Christophe Simon, Dan Wechsler","Raymund Ribay Gutierrez","Drama","English","2h 6m","Joy and her six-year-old daughter Angel live in Manila, with her husband, Dante, a small-time criminal. As so often in the past, Dante comes home drunk at night and beats Joy brutally. This time, he also hurts Angel. Joy grabs her daughter and flees to the local police post to finally get him sent to jail. Joy learns that justice takes time at best and is impossible to get at worst. Not without reason, she feels that she and her daughter are increasingly under threat...",100,NA,"Verdict"
