"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Ulrich Seidl","Ulrich Seidl, Veronika Franz","Leisure Time Features, Kino International Corp.","Allegro Filmproduktions GmbH","Drama","German","Feb 15, 2002, Original","Jun 11, 2007","2h 1m","Dolby SR, Dolby Digital, Dolby A, Dolby Stereo","Flat (1.85:1)","Summer in Vienna is the backdrop for intersecting anecdotes about six locals. Anna (Maria Hofstätter), a compulsive hitchhiker, travels to shopping malls with strangers. A widower (Erich Finsches) asks a cleaning woman to strip for him. A divorced man and woman who still live together try to make each other miserable. A teacher (Christine Jirku) suffers violence at the hands of her boyfriend. These different people live out unfulfilled existences, attempting to muffle their isolation.",49,69,"Dog Days"
