"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Amman Abbasi","Amman Abbasi, Lachion Buckingham, Alexander Uhlmann","Amman Abbasi, Steven Reneau","FilmRise","Drama","English","Sep 13, 2017, Limited","Sep 26, 2017","$2.2K","1h 15m","Struggling with his older brother's death, 13-year-old Dayveon spends the sweltering summer days roaming the streets of his rural Arkansas town. With no parents and few role models, he soon falls in with a local gang. Though his sister's boyfriend tries to provide stability and comfort as a reluctant father figure, Dayveon becomes increasingly drawn into the camaraderie and violence of his new world.",71,56,"Dayveon"
