"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Victor Fleming","Everett Riskin","Metro-Goldwyn-Mayer","Loew's Inc., Metro-Goldwyn-Mayer","Fantasy","English","Dec 24, 1943, Original","Oct 20, 2016","2h 0m","When adventurous World War II bomber pilot Pete Sandidge (Spencer Tracy) dies in an aerial attack after ordering the crew to safety, he meets ""the General,"" a legendary dead pilot who assigns Pete to return to earth as a guardian angel for a new pilot named Ted Randall (Van Johnson). But when Pete learns that Ted is dating Pete's former girlfriend, Dorinda Durston (Irene Dunne), he must set aside his jealousy and prepare Ted for a dangerous bombing mission.",67,73,"A Guy Named Joe"
