"Director","Screenwriter","Genre","Original Language","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Johnnie To","Tin-Shing Yip, Nai-Hoi Yau","Mystery & Thriller, Crime, Drama","Chinese","Apr 25, 2007","Feb 13, 2015","$54.9K","1h 32m","In the wake of his first successful stint at the helm of a Chinese crime syndicate, Lok (Simon Yam) proposes an unheard-of second term. But when government corruption stifles legitimate business interests of Jimmy Lee (Louis Koo) in Hong Kong, the reformed triad operative rises to oppose Lok and regresses into a life of crime. As the conflict erupts into all-out gangland war, the business-minded Lee becomes increasingly brutal in his desperation to secure a comfortable future for his family.",96,81,"Triad Election"
