"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jackie Chan","Barbie Tung","PG-13","Action","English","Feb 2, 1999","1h 48m","A group of covert CIA operatives trailing a potential new energy source are double-crossed by corrupt agent Morgan (Ron Smerczak), who causes a helicopter crash in remote South Africa. The sole survivor (Jackie Chan), suffering severe amnesia, is nursed to recovery by a kindly native tribe who call him ""Whoami"" after the question he keeps asking. With the help of a mysterious reporter (Michelle Ferre), Whoami pieces together his past and tracks the turncoat agent and his criminal cohorts.",67,68,"Who Am I?"
