"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"René Clément","Agnès Delahaie","Jean Aurenche, Pierre Bost","Continental Distributing Inc.","Drama","French (France)","Nov 11, 1957, Original","Sep 15, 2009","1h 56m","Gervaise Macquart (Maria Schell) is a beautiful Parisian laundress and mother whose lover, Lantier (Armand Mestral) walks out on her. She eventually marries Henri Coupeau (François Perier), a roofer who has an unfortunate accident. As her now crippled husband descends into alcoholism, Gervaise tries to make ends meet on her own. Life becomes even more complicated when Lantier returns and befriends Henri. Meanwhile, the man she really loves, Goujet (Jacques Harden), is sent to prison.",80,74,"Gervaise"
