"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Lawrence David Foldes","Victoria Paige Meyerink","Lawrence David Foldes, Grafton S. Harper","Castle Hill Productions","PG-13","Drama","English","Apr 29, 2005, Original","Jan 24, 2006","2h 4m","A woman (Lisa Brenner) confronts her troubled past when she returns to her childhood home after the death of her estranged grandmother (Louise Fletcher).",30,54,"Finding Home"
