"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jacques Becker","Robert Dorfmann","Rialto Pictures, Valiant Films, UMPO","Antares Produzione Cinematografica","Crime, Drama","French (Canada)","Jul 10, 1959, Wide","Jan 6, 2017","$95.8K","1h 35m","Gentleman gangster Max (Jean Gabin) and his partner, Riton (René Dary), pull off their last, most successful heist and find themselves comfortable enough to retire in the style they enjoy. However, Max confides the details of the theft to his younger mistress, Josey (Jeanne Moreau) -- who has secretly taken up with ambitious young rival gangster Angelo (Lino Ventura). Angelo then has Riton kidnapped and demands the stash of gold as ransom, which threatens Max's dreams of the perfect retirement.",100,86,"Grisbi"
