"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sergei Bondarchuk","Dino De Laurentiis","H.A.L. Craig","Paramount","G","History, Drama","English","Apr 25, 2006","2h 3m","Stereo","Exiled Napoleon (Rod Steiger) leaves Elba, enters Paris and then meets the Duke of Wellington (Christopher Plummer) in the 1815 Battle of Waterloo.",30,83,"Waterloo"
