"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Dorothy Arzner","Erich Pommer","Vicki Baum, Tess Slesinger, Frank Davis","RKO Radio Pictures Inc.","Musical","English","Aug 30, 1940, Original","Aug 11, 2008","1h 30m","A burlesque queen (Lucille Ball) competes with an aspiring ballerina (Maureen O'Hara) for a divorced playboy (Louis Hayward).",83,64,"Dance, Girl, Dance"
