"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Rezwan Shahriar Sumit","Rezwan Shahriar Sumit, Ilann Girard","Rezwan Shahriar Sumit","Arsam International, Mypixelstory","Drama","Bangla","1h 46m","Rudro, a young artist, moves to a remote beach village after the death of his father. At first he is welcomed by the locals, but after the fishing shoals they rely on start to disappear, Rudro and his modern ideas are blamed.",100,NA,"The Salt in Our Waters"
