"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Marcus DeLeon","Zane W. Levitt, Mark Yellen, Liz McDermott","Zeta Entertainment","R","Comedy, Drama","English","Sep 6, 1996, Limited","May 22, 2017","$23.6K","1h 47m","Barkeep Tanya (Lara Flynn Boyle) slings drinks to support her husband, Henry (Luca Bercovici), an ex-baseball player benched by a broken knee. Tanya, who's planning a comfortable life with the insurance payout from her husband's accident, is troubled when she learns that Henry, in a moment of religious fervor, declared the money was tainted by evil. Now, with the help of small-time hustler Benny (Peter Dobson), Tanya has a foolproof plan to get Henry to hand over the cash.",43,60,"The Big Squeeze"
