"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ingmar Bergman","Allan Ekelund","Ingmar Bergman","Svensk Filmindustri","R","Drama","Swedish","Nov 20, 2018","1h 35m","Traveling through an unnamed European country on the brink of war, sickly, intellectual Ester (Ingrid Thulin), her sister Anna (Gunnel Lindblom) and Anna's young son, Johan (Jorgen Lindstrom), check into a near-empty hotel. A basic inability to communicate among the three seems only to worsen during their stay. Anna provokes her sister by enjoying a dalliance with a local man, while the boy, left to himself, has a series of enigmatic encounters that heighten the growing air of isolation.",85,88,"The Silence"
