"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ash Baron-Cohen","Ash Baron-Cohen, Daniel M Berger","Ash Baron-Cohen","Team Okuyama, Allied Entertainment Group Inc., Fire Heart Films Inc, Eagle Eye Films Inc.","R","Drama","English","Apr 18, 1999, Original","Jul 18, 2000","$4.4K","1h 43m","Surround, Dolby","When troubled teen boy Stevie (Cameron Van Hoy) and his girlfriend, Rocky (Mischa Barton), attempt to rob a bank without any forethought, the situation rapidly deteriorates. Soon the young couple is holding bank customers and employees hostage, while law enforcement gathers outside. Daniel Bender (Burt Reynolds), a veteran negotiator for the FBI, is charged with assessing the crime scene and ending the standoff as quickly as possible, but Stevie's short fuse considerably complicates matters.",90,73,"Pups"
