"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Rupert Julian","Carl Laemmle","Gaston Leroux, Bernard McConville","Universal Pictures","Universal Pictures","Horror","Sep 6, 1925, Wide","Aug 11, 2016","1h 33m","In this silent horror classic, aspiring young opera singer Christine Daaé (Mary Philbin) discovers that she has a mysterious admirer intent on helping her become a lead performer. This enigmatic masked presence is Erik, also known as the Phantom (Lon Chaney), a horribly disfigured recluse who lives underneath the Paris Opera House. When the Phantom takes Christine prisoner and demands her devotion and affection, her suitor, Vicomte Raoul de Chagny (Norman Kerry), sets out to rescue her.",90,84,"The Phantom of the Opera"
