"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Stuart Heisler","Jonathan Latimer","Paramount Pictures","Paramount Pictures","Crime, Drama","English","Oct 23, 1942, Original","Nov 4, 2014","1h 25m","Mono","35mm","In this slick updating of Dashiell Hammet's crime novel, political boss Paul Madvig (Brian Donlevy) falls for reform politician Ralph Henry's attractive daughter Janet (Veronica Lake), despite the caution of his best friend, Ed Beaumont (Alan Ladd). Paul's efforts to disassociate himself from the criminal underworld backfire, however, when he is accused of murdering Janet's disreputable brother, and a casino owner Paul had offended sends his sadistic thugs after Ed in revenge.",78,71,"The Glass Key"
