"Director","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Daniel Sánchez Arévalo","Drama","Spanish (Spain)","Oct 18, 2019","1h 40m","A 17-year-old escapes from juvie and embarks on a journey to find his therapy dog.",82,90,"Seventeen"
