"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Winner","Michael Winner, Elliott Kastner, Jerry Bick","Raymond Chandler, Michael Winner","United Artists","R","Mystery & Thriller, Crime, Drama","English","Mar 13, 1978, Original","Mar 10, 2017","1h 39m","Mono","Private eye Philip Marlowe (Robert Mitchum) falls into a porno/blackmail/murder case in 1970s London.",57,28,"The Big Sleep"
