"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Sayles","R. Paul Miller, Maggie Renzi","John Sayles","Sony Pictures Classics","Anarchists' Convention, Independent Film Channel, Clear Blue Sky Productions, Lexington Road","R","Drama","Spanish","Sep 5, 1997, Original","Mar 27, 1998","$910.3K","2h 6m","Dolby, Surround","A wealthy doctor (Federico Luppi) has a political awakening when traveling companions (Damián Delgado, Dan Rivera González) help him learn the distressing fate of former students.",89,91,"Men With Guns"
