"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"John Boorman","John Boorman, Richard Lederer","William Goodhart","Warner Brothers/Seven Arts","R","Horror","English","Jun 17, 1977, Limited","Apr 19, 2016","1h 57m","Flat (1.85:1)","Owing to his experience with exorcisms, Father Lamont (Richard Burton) is chosen by his superiors to investigate the death of Father Merrin (Max von Sydow), who died during the exorcism of young Regan MacNeil (Linda Blair). Lamont finds Regan under the psychiatric care of Dr. Tuskin (Louise Fletcher). By hypnotizing the girl, he is able to learn that Merrin previously exorcised the same demon from a boy in Africa. Hoping for answers, Lamont travels to Africa in search of the youth.",11,13,"Exorcist II: The Heretic"
