"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Luchino Visconti","Suso Cecchi d'Amico, Gabriele D'Annunzio","Rizzoli Film, Les Films Jacques Leitienne","R","Drama, Romance","Italian","Jul 12, 2020","$21.4K","2h 5m","Based on the novel by Gabriele d'Annunzio, this final film by revered director Luchino Visconti follows arrogant Roman aristocrat Tullio Hermil (Giancarlo Giannini) as he openly cheats on his wife, Giuliana (Laura Antonelli). Carrying on an affair with his scheming mistress, Teresa Raffo (Jennifer O'Neill), without any concern for his spouse, Tullio becomes jealous when he suspects Giuliana is having an affair of her own, leading to conflict and, ultimately, tragedy.",75,82,"The Innocent"
