"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Howard Hughes","The Caddo Company","PG","War","English","May 27, 1930, Original","Dec 21, 2004","2h 15m","As World War I breaks out in Europe, Roy (James Hall) and Monte (Ben Lyon), two brothers studying at Oxford University, enlist in the Royal Flying Corps to fight for queen and country, while their college friend Karl is drafted in Germany. A love triangle involving Monte, Roy, and Roy's girlfriend, Helen (Jean Harlow), the brothers' disparate personalities, and Monte's cowardice in the face of war soon threaten to compromise a top-secret bombing mission over German territory.",71,64,"Hell's Angels"
