"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Doug Atchison","Doug Atchison, Katheryn Cain","Doug Atchison","R","Drama","English","Jan 28, 2017","1h 26m","A young man (Michael DeGood), unable to connect with women, plunges himself into the world of pornography.",38,27,"The Pornographer"
