"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alan Rudolph","David Blocker","Alan Rudolph","R","Romance, Comedy","English","Jan 3, 2021","$708.6K","1h 37m","Surround","Inept private investigator Harry Dobbs (Tom Berenger) meets new client Miss Dolan (Anne Archer), who wants him to follow her abusive lover. But Harry sets about tailing a different person entirely -- a mysterious character leading a double life (Ted Levine). Harry, however, discovers that he himself is being followed by distaff gumshoe Stella Wynkowski (Elizabeth Perkins). Eventually the two team up in hopes that together they can get to the bottom of this imbroglio.",78,44,"Love at Large"
