"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Harley Wallen","Harley Wallen, Kaiti Wallen, Michael James Alexander, Annette Cama, Joseph Kelbie Williamson","Bret Miller","Deskpop Entertainment","Cama Productions, Westside Warrior Films, Painted Creek Productions","Horror, Mystery & Thriller","English","Sep 19, 2023, Limited","1h 31m","A soon-to-be 18-year-old foster child stumbles on a Yggdrasil pendant and unintentionally releases an evil presence disguised as an injured man. As the presence continues to gain power, it becomes a race to save her family.",100,91,"Beneath Us All"
