"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Alan J. Pakula","Bruce Gilbert","Orion Productions, Warner Brothers/Seven Arts","R","Drama","English","Dec 11, 1981, Limited","Jan 1, 2009","1h 58m","A financial troubleshooter (Kris Kristofferson) shows a Texas oil widow (Jane Fonda) what Saudi Arabia means to her.",70,33,"Rollover"
