"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Niki Caro","Jeff Abberley, Jamie Patricof, Diane Miller Levin, Kim Zubick","Angela Workman","Focus Features","Scion Films, Electric City Entertainment","PG-13 (Disturbing Images|Brief Sexuality|Violence|Nudity|Smoking|Thematic Elements)","History, Drama, Biography","English","Mar 31, 2017, Wide","Jun 20, 2017","$17.4M","2h 5m","Dolby Digital","Scope (2.35:1)","The time is 1939 and the place is Poland, homeland of Antonina Zabinski and her husband, Dr. Jan Zabinski. The Warsaw Zoo flourishes under Jan's stewardship and Antonina's care. When their country is invaded by the Nazis, Jan and Antonina are forced to report to the Reich's newly appointed chief zoologist, Lutz Heck. The Zabinskis covertly begin working with the Resistance and put into action plans to save the lives of hundreds from what has become the Warsaw Ghetto.",64,76,"The Zookeeper's Wife"
